Pagina,Apparaatcategorie,Besturingssysteem,Browser,Browserversie,Unieke paginaweergaves
/templates/winkelwagen.asp,desktop,Macintosh,Safari,8.0.8,3
/templates/winkelwagen.asp,desktop,Macintosh,Safari,9.0.3,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,40.0.2214.91,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,41.0.2272.118,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,41.0.2272.89,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,43.0.2357.134,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,43.0.2357.81,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,45.0.2454.85,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,47.0.2526.80,3
/templates/winkelwagen.asp,desktop,Windows,Chrome,48.0.2564.103,3
/templates/winkelwagen.asp,desktop,Windows,Firefox,28.0,3
/templates/winkelwagen.asp,desktop,Windows,Firefox,39.0,3
/templates/winkelwagen.asp,mobile,Android,Android Browser,4.0,3
/templates/winkelwagen.asp,mobile,Android,Chrome,28.0.1500.94,3
/templates/winkelwagen.asp,mobile,iOS,Safari,7.0,3
/templates/winkelwagen.asp,mobile,iOS,Safari,9.0,3
/templates/winkelwagen.asp,tablet,iOS,Safari,9537.53,3
/templates/winkelwagen.asp,tablet,iOS,Safari (in-app),(not set),3
/shop/checkout.asp,desktop,Linux,Chrome,11.0.696.34,2
/shop/checkout.asp,desktop,Macintosh,Chrome,35.0.1916.153,2
/shop/checkout.asp,desktop,Macintosh,Chrome,38.0.2125.122,2
/shop/checkout.asp,desktop,Macintosh,Chrome,41.0.2272.104,2
/shop/checkout.asp,desktop,Macintosh,Safari,9.1,2
/shop/checkout.asp,desktop,Windows,Chrome,39.0.2171.99,2
/shop/checkout.asp,desktop,Windows,Chrome,40.0.2214.93,2
/shop/checkout.asp,desktop,Windows,Chrome,41.0.2272.118,2
/shop/checkout.asp,desktop,Windows,Chrome,41.0.2272.89,2
/shop/checkout.asp,desktop,Windows,Chrome,44.0.2403.155,2
/shop/checkout.asp,desktop,Windows,Chrome,45.0.2454.101,2
/shop/checkout.asp,desktop,Windows,Chrome,45.0.2454.85,2
/shop/checkout.asp,desktop,Windows,Firefox,28.0,2
/shop/checkout.asp,desktop,Windows,Firefox,39.0,2
/shop/checkout.asp,desktop,Windows,Opera,27.0.1689.66,2
/shop/checkout.asp,mobile,Android,Android Browser,4.0,2
/shop/checkout.asp,mobile,Android,Chrome,28.0.1500.94,2
/shop/checkout.asp,mobile,Android,Chrome,48.0.2564.95,2
/shop/checkout.asp,mobile,iOS,Safari,7.0,2
/shop/checkout.asp,mobile,iOS,Safari,9.0,2
/shop/checkout.asp,tablet,iOS,Safari,9537.53,2
/shop/psp/IDEC/cfm.asp,desktop,Linux,Chrome,11.0.696.34,2
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Chrome,38.0.2125.122,2
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,6.1.4,2
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,7.0.3,2
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,8.0.3,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,33.0.1750.154,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,34.0.1847.137,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,37.0.2062.103,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,43.0.2357.81,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,44.0.2403.130,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,45.0.2454.85,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,47.0.2526.111,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,47.0.2526.73,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,48.0.2564.109,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,48.0.2564.116,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Firefox,29.0,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Firefox,31.0,2
/shop/psp/IDEC/cfm.asp,desktop,Windows,Firefox,35.0,2
/shop/psp/IDEC/cfm.asp,mobile,Windows,Internet Explorer,11.0,2
/shop/psp/IDEC/cfm.asp,mobile,Windows Phone,Internet Explorer,11.0,2
/shop/psp/IDEC/cfm.asp,tablet,Android,Android Browser,4.0,2
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,35.0.1916.153,2
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,38.0.2125.122,2
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,41.0.2272.104,2
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,6.1.4,2
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,8.0.8,2
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,9.1,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,37.0.2062.103,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,39.0.2171.99,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,40.0.2214.93,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,41.0.2272.118,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,41.0.2272.89,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,44.0.2403.130,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,44.0.2403.155,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,45.0.2454.101,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,45.0.2454.85,2
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,47.0.2526.80,2
/shop/selectpaymentmethod.asp,desktop,Windows,Firefox,28.0,2
/shop/selectpaymentmethod.asp,desktop,Windows,Opera,27.0.1689.66,2
/shop/selectpaymentmethod.asp,mobile,iOS,Safari,7.0,2
/shop/selectpaymentmethod.asp,mobile,iOS,Safari,9.0,2
/shop/selectpaymentmethod.asp,tablet,iOS,Safari,9537.53,2
/templates/bestellen.asp,desktop,Linux,Chrome,11.0.696.34,2
/templates/bestellen.asp,desktop,Macintosh,Chrome,38.0.2125.122,2
/templates/bestellen.asp,desktop,Macintosh,Chrome,41.0.2272.104,2
/templates/bestellen.asp,desktop,Macintosh,Chrome,43.0.2357.81,2
/templates/bestellen.asp,desktop,Macintosh,Safari,7.1,2
/templates/bestellen.asp,desktop,Macintosh,Safari,8.0.5,2
/templates/bestellen.asp,desktop,Macintosh,Safari,9.1,2
/templates/bestellen.asp,desktop,Windows,Chrome,37.0.2062.94,2
/templates/bestellen.asp,desktop,Windows,Chrome,40.0.2214.93,2
/templates/bestellen.asp,desktop,Windows,Chrome,44.0.2403.125,2
/templates/bestellen.asp,desktop,Windows,Chrome,45.0.2454.99,2
/templates/bestellen.asp,desktop,Windows,Chrome,48.0.2564.97,2
/templates/bestellen.asp,desktop,Windows,Opera,27.0.1689.66,2
/templates/bestellen.asp,mobile,Android,Chrome,1.5,2
/templates/bestellen.asp,mobile,Android,Chrome,36.0.1985.135,2
/templates/bestellen.asp,mobile,Android,Chrome,39.0.2171.59,2
/templates/bestellen.asp,mobile,Android,Chrome,44.0.2403.133,2
/templates/bestellen.asp,mobile,Android,Chrome,49.0.2623.105,2
/templates/bestellen.asp,mobile,iOS,Safari,8.0,2
/templates/bestellen.asp,tablet,Android,Chrome,37.0.2062.117,2
/templates/bestellen.asp,tablet,iOS,Chrome,47.0.2526.107,2
/templates/bestellen.asp,tablet,Windows,Internet Explorer,11.0,2
/templates/winkelwagen.asp,desktop,Linux,Firefox,29.0,2
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,38.0.2125.122,2
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,41.0.2272.104,2
/templates/winkelwagen.asp,desktop,Macintosh,Chrome,43.0.2357.81,2
/templates/winkelwagen.asp,desktop,Macintosh,Safari,7.1,2
/templates/winkelwagen.asp,desktop,Macintosh,Safari,8.0.5,2
/templates/winkelwagen.asp,desktop,Macintosh,Safari,9.1,2
/templates/winkelwagen.asp,desktop,Windows,Chrome,40.0.2179.0,2
/templates/winkelwagen.asp,desktop,Windows,Chrome,40.0.2214.93,2
/templates/winkelwagen.asp,desktop,Windows,Chrome,44.0.2403.107,2
/templates/winkelwagen.asp,desktop,Windows,Chrome,48.0.2564.97,2
/templates/winkelwagen.asp,desktop,Windows,Chrome,50.0.2661.87,2
/templates/winkelwagen.asp,desktop,Windows,Opera,27.0.1689.66,2
/templates/winkelwagen.asp,mobile,Android,Chrome,1.5,2
/templates/winkelwagen.asp,mobile,Android,Chrome,44.0.2403.133,2
/templates/winkelwagen.asp,mobile,Android,Chrome,49.0.2623.105,2
/templates/winkelwagen.asp,mobile,iOS,Safari,8.0,2
/templates/winkelwagen.asp,tablet,Android,Chrome,37.0.2062.117,2
/templates/winkelwagen.asp,tablet,iOS,Chrome,47.0.2526.107,2
/templates/winkelwagen.asp,tablet,iOS,Safari,600.1.4,2
/shop/checkout.asp,desktop,Linux,Firefox,29.0,1
/shop/checkout.asp,desktop,Linux,Firefox,31.0,1
/shop/checkout.asp,desktop,Linux,Firefox,35.0,1
/shop/checkout.asp,desktop,Macintosh,Chrome,36.0.1985.125,1
/shop/checkout.asp,desktop,Macintosh,Chrome,37.0.2062.120,1
/shop/checkout.asp,desktop,Macintosh,Chrome,37.0.2062.124,1
/shop/checkout.asp,desktop,Macintosh,Chrome,39.0.2171.99,1
/shop/checkout.asp,desktop,Macintosh,Chrome,43.0.2357.124,1
/shop/checkout.asp,desktop,Macintosh,Chrome,43.0.2357.81,1
/shop/checkout.asp,desktop,Macintosh,Chrome,44.0.2391.0,1
/shop/checkout.asp,desktop,Macintosh,Chrome,46.0.2490.80,1
/shop/checkout.asp,desktop,Macintosh,Chrome,46.0.2490.86,1
/shop/checkout.asp,desktop,Macintosh,Chrome,47.0.2526.106,1
/shop/checkout.asp,desktop,Macintosh,Chrome,48.0.2564.116,1
/shop/checkout.asp,desktop,Macintosh,Firefox,3.6.26,1
/shop/checkout.asp,desktop,Macintosh,Firefox,30.0,1
/shop/checkout.asp,desktop,Macintosh,Firefox,31.0,1
/shop/checkout.asp,desktop,Macintosh,Firefox,40.0,1
/shop/checkout.asp,desktop,Macintosh,Firefox,45.0,1
/shop/checkout.asp,desktop,Macintosh,Safari,7.0.5,1
/shop/checkout.asp,desktop,Macintosh,Safari,7.1,1
/shop/checkout.asp,desktop,Macintosh,Safari,7.1.2,1
/shop/checkout.asp,desktop,Macintosh,Safari,7.1.3,1
/shop/checkout.asp,desktop,Macintosh,Safari,8.0.4,1
/shop/checkout.asp,desktop,Macintosh,Safari,9.0.3,1
/shop/checkout.asp,desktop,Windows,Chrome,35.0.1916.47,1
/shop/checkout.asp,desktop,Windows,Chrome,38.0.2125.101,1
/shop/checkout.asp,desktop,Windows,Chrome,39.0.2171.65,1
/shop/checkout.asp,desktop,Windows,Chrome,40.0.2179.0,1
/shop/checkout.asp,desktop,Windows,Chrome,40.0.2214.91,1
/shop/checkout.asp,desktop,Windows,Chrome,43.0.2357.65,1
/shop/checkout.asp,desktop,Windows,Chrome,44.0.2403.107,1
/shop/checkout.asp,desktop,Windows,Chrome,45.0.2454.93,1
/shop/checkout.asp,desktop,Windows,Chrome,46.0.2480.0,1
/shop/checkout.asp,desktop,Windows,Chrome,48.0.2564.97,1
/shop/checkout.asp,desktop,Windows,Chrome,50.0.2661.75,1
/shop/checkout.asp,desktop,Windows,Opera,29.0.1795.21,1
/shop/checkout.asp,desktop,Windows,Opera,36.0.2130.32,1
/shop/checkout.asp,desktop,Windows,Safari,5.1.7,1
/shop/checkout.asp,mobile,Android,Chrome,1.5,1
/shop/checkout.asp,mobile,Android,Chrome,31.0.1650.59,1
/shop/checkout.asp,mobile,Android,Chrome,34.0.1847.118,1
/shop/checkout.asp,mobile,Android,Chrome,37.0.2062.117,1
/shop/checkout.asp,mobile,Android,Chrome,39.0.2171.59,1
/shop/checkout.asp,mobile,Android,Chrome,39.0.2171.93,1
/shop/checkout.asp,mobile,Android,Chrome,43.0.2357.78,1
/shop/checkout.asp,mobile,iOS,Safari,6.0,1
/shop/checkout.asp,mobile,Windows Phone,Internet Explorer,11.0,1
/shop/checkout.asp,tablet,Android,Chrome,18.0.1025.166,1
/shop/checkout.asp,tablet,Android,Chrome,38.0.2125.114,1
/shop/checkout.asp,tablet,iOS,Chrome,34.0.1847.18,1
/shop/checkout.asp,tablet,iOS,Chrome,47.0.2526.107,1
/shop/checkout.asp,tablet,iOS,Chrome,50.0.2661.77,1
/shop/checkout.asp,tablet,iOS,Safari,5.1,1
/shop/checkout.asp,tablet,iOS,Safari,600.1.4,1
/shop/checkout.asp,tablet,Windows,Internet Explorer,11.0,1
/shop/psp/IDEC/cfm.asp,desktop,Linux,Firefox,35.0,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Chrome,35.0.1916.153,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Chrome,39.0.2171.99,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Chrome,41.0.2272.104,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Chrome,43.0.2357.124,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Chrome,47.0.2526.106,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Chrome,48.0.2564.116,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Firefox,30.0,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Firefox,31.0,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Firefox,38.0,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Firefox,40.0,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Firefox,45.0,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,7.0.4,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,7.0.5,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,7.1,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,7.1.2,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,8.0.4,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,8.0.8,1
/shop/psp/IDEC/cfm.asp,desktop,Macintosh,Safari,9.0.3,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,35.0.1916.47,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,38.0.2125.101,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,39.0.2171.65,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,39.0.2171.99,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,40.0.2214.111,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,40.0.2214.93,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,41.0.2272.118,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,41.0.2272.89,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,43.0.2357.132,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,43.0.2357.134,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,44.0.2403.107,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,44.0.2403.155,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,45.0.2454.101,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,45.0.2454.93,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,46.0.2480.0,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,48.0.2564.103,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Chrome,50.0.2661.75,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Firefox,28.0,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Firefox,30.0,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Firefox,43.0,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Opera,27.0.1689.66,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Opera,29.0.1795.21,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Opera,36.0.2130.32,1
/shop/psp/IDEC/cfm.asp,desktop,Windows,Safari,5.1.7,1
/shop/psp/IDEC/cfm.asp,mobile,Android,Chrome,31.0.1650.59,1
/shop/psp/IDEC/cfm.asp,mobile,Android,Chrome,43.0.2357.78,1
/shop/psp/IDEC/cfm.asp,mobile,iOS,Safari,6.0,1
/shop/psp/IDEC/cfm.asp,mobile,iOS,Safari,7.0,1
/shop/psp/IDEC/cfm.asp,mobile,iOS,Safari,9.0,1
/shop/psp/IDEC/cfm.asp,tablet,Android,Chrome,18.0.1025.166,1
/shop/psp/IDEC/cfm.asp,tablet,iOS,Chrome,34.0.1847.18,1
/shop/psp/IDEC/cfm.asp,tablet,iOS,Chrome,47.0.2526.107,1
/shop/psp/IDEC/cfm.asp,tablet,iOS,Safari,5.1,1
/shop/psp/IDEC/cfm.asp,tablet,iOS,Safari,600.1.4,1
/shop/psp/IDEC/cfm.asp,tablet,iOS,Safari,9537.53,1
/shop/psp/IDEC/cfm.asp,tablet,iOS,Safari (in-app),(not set),1
/shop/selectpaymentmethod.asp,desktop,Linux,Firefox,29.0,1
/shop/selectpaymentmethod.asp,desktop,Linux,Firefox,31.0,1
/shop/selectpaymentmethod.asp,desktop,Linux,Firefox,35.0,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,36.0.1985.125,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,39.0.2171.99,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,43.0.2357.124,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,43.0.2357.81,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,44.0.2391.0,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,46.0.2490.80,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,47.0.2526.106,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Chrome,48.0.2564.116,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Firefox,3.6.26,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Firefox,30.0,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Firefox,31.0,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Firefox,38.0,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Firefox,40.0,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Firefox,45.0,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,7.0.5,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,7.1,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,7.1.2,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,8.0.4,1
/shop/selectpaymentmethod.asp,desktop,Macintosh,Safari,9.0.3,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,35.0.1916.47,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,38.0.2125.101,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,39.0.2171.65,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,40.0.2179.0,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,40.0.2214.91,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,43.0.2357.132,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,44.0.2403.107,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,45.0.2454.93,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,46.0.2480.0,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,48.0.2564.103,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,48.0.2564.97,1
/shop/selectpaymentmethod.asp,desktop,Windows,Chrome,50.0.2661.75,1
/shop/selectpaymentmethod.asp,desktop,Windows,Opera,29.0.1795.21,1
/shop/selectpaymentmethod.asp,desktop,Windows,Opera,36.0.2130.32,1
/shop/selectpaymentmethod.asp,desktop,Windows,Safari,5.1.7,1
/shop/selectpaymentmethod.asp,mobile,Android,Android Browser,4.0,1
/shop/selectpaymentmethod.asp,mobile,Android,Chrome,28.0.1500.94,1
/shop/selectpaymentmethod.asp,mobile,Android,Chrome,31.0.1650.59,1
/shop/selectpaymentmethod.asp,mobile,Android,Chrome,34.0.1847.118,1
/shop/selectpaymentmethod.asp,mobile,Android,Chrome,39.0.2171.59,1
/shop/selectpaymentmethod.asp,mobile,Android,Chrome,43.0.2357.78,1
/shop/selectpaymentmethod.asp,mobile,Android,Chrome,47.0.2526.83,1
/shop/selectpaymentmethod.asp,mobile,Android,Chrome,48.0.2564.95,1
/shop/selectpaymentmethod.asp,mobile,iOS,Safari,6.0,1
/shop/selectpaymentmethod.asp,mobile,Windows Phone,Internet Explorer,11.0,1
/shop/selectpaymentmethod.asp,tablet,Android,Chrome,18.0.1025.166,1
/shop/selectpaymentmethod.asp,tablet,Android,Chrome,38.0.2125.114,1
/shop/selectpaymentmethod.asp,tablet,iOS,Chrome,34.0.1847.18,1
/shop/selectpaymentmethod.asp,tablet,iOS,Chrome,47.0.2526.107,1
/shop/selectpaymentmethod.asp,tablet,iOS,Chrome,50.0.2661.77,1
/shop/selectpaymentmethod.asp,tablet,iOS,Safari,5.1,1
/shop/selectpaymentmethod.asp,tablet,iOS,Safari,600.1.4,1
/templates/bestellen.asp,desktop,Chrome OS,Chrome,35.0.1916.155,1
/templates/bestellen.asp,desktop,Linux,Chrome,41.0.2272.89,1
/templates/bestellen.asp,desktop,Linux,Firefox,31.0,1
/templates/bestellen.asp,desktop,Linux,Firefox,35.0,1
/templates/bestellen.asp,desktop,Linux,Firefox,42.0,1
/templates/bestellen.asp,desktop,Linux,Firefox,45.0,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,36.0.1985.125,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,37.0.2062.120,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,37.0.2062.124,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,39.0.2171.99,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,42.0.2311.90,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,43.0.2357.124,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,44.0.2391.0,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,46.0.2490.71,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,46.0.2490.80,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,46.0.2490.86,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,47.0.2526.106,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,48.0.2564.116,1
/templates/bestellen.asp,desktop,Macintosh,Chrome,50.0.2661.86,1
/templates/bestellen.asp,desktop,Macintosh,Firefox,3.6.26,1
/templates/bestellen.asp,desktop,Macintosh,Firefox,30.0,1
/templates/bestellen.asp,desktop,Macintosh,Firefox,31.0,1
/templates/bestellen.asp,desktop,Macintosh,Firefox,37.0,1
/templates/bestellen.asp,desktop,Macintosh,Firefox,40.0,1
/templates/bestellen.asp,desktop,Macintosh,Firefox,45.0,1
/templates/bestellen.asp,desktop,Macintosh,Safari,5.0.6,1
/templates/bestellen.asp,desktop,Macintosh,Safari,6.0.5,1
/templates/bestellen.asp,desktop,Macintosh,Safari,7.0.5,1
/templates/bestellen.asp,desktop,Macintosh,Safari,7.1.2,1
/templates/bestellen.asp,desktop,Macintosh,Safari,7.1.3,1
/templates/bestellen.asp,desktop,Macintosh,Safari,7.1.6,1
/templates/bestellen.asp,desktop,Macintosh,Safari,8.0.4,1
/templates/bestellen.asp,desktop,Macintosh,Safari,8.0.6,1
/templates/bestellen.asp,desktop,Macintosh,Safari,8.0.7,1
/templates/bestellen.asp,desktop,Macintosh,Safari,9.0,1
/templates/bestellen.asp,desktop,Macintosh,Safari,9.0.1,1
/templates/bestellen.asp,desktop,Macintosh,Safari,9.0.2,1
/templates/bestellen.asp,desktop,Windows,Chrome,31.0.1650.59,1
/templates/bestellen.asp,desktop,Windows,Chrome,32.0.1700.41,1
/templates/bestellen.asp,desktop,Windows,Chrome,32.0.1700.76,1
/templates/bestellen.asp,desktop,Windows,Chrome,35.0.1916.47,1
/templates/bestellen.asp,desktop,Windows,Chrome,37.0.2062.102,1
/templates/bestellen.asp,desktop,Windows,Chrome,38.0.2125.101,1
/templates/bestellen.asp,desktop,Windows,Chrome,42.0.2311.152,1
/templates/bestellen.asp,desktop,Windows,Chrome,43.0.2357.65,1
/templates/bestellen.asp,desktop,Windows,Chrome,44.0.2403.89,1
/templates/bestellen.asp,desktop,Windows,Chrome,45.0.2454.93,1
/templates/bestellen.asp,desktop,Windows,Chrome,46.0.2480.0,1
/templates/bestellen.asp,desktop,Windows,Chrome,46.0.2490.71,1
/templates/bestellen.asp,desktop,Windows,Chrome,50.0.2661.75,1
/templates/bestellen.asp,desktop,Windows,Chrome,50.0.2661.94,1
/templates/bestellen.asp,desktop,Windows,Firefox,37.0,1
/templates/bestellen.asp,desktop,Windows,Firefox,43.0.4,1
/templates/bestellen.asp,desktop,Windows,Opera,26.0.1656.24,1
/templates/bestellen.asp,desktop,Windows,Opera,29.0.1795.21,1
/templates/bestellen.asp,desktop,Windows,Opera,36.0.2130.32,1
/templates/bestellen.asp,mobile,Android,Chrome,31.0.1650.59,1
/templates/bestellen.asp,mobile,Android,Chrome,34.0.1847.118,1
/templates/bestellen.asp,mobile,Android,Chrome,37.0.2062.117,1
/templates/bestellen.asp,mobile,Android,Chrome,38.0.2125.102,1
/templates/bestellen.asp,mobile,Android,Chrome,39.0.2171.93,1
/templates/bestellen.asp,mobile,Android,Chrome,42.0.2311.111,1
/templates/bestellen.asp,mobile,Android,Chrome,43.0.2357.78,1
/templates/bestellen.asp,mobile,Android,Chrome,45.0.2454.94,1
/templates/bestellen.asp,mobile,iOS,Chrome,45.0.2454.89,1
/templates/bestellen.asp,mobile,iOS,Safari,5.1,1
/templates/bestellen.asp,mobile,iOS,Safari,6.0,1
/templates/bestellen.asp,mobile,SymbianOS,Nokia Browser,7.3.1.37,1
/templates/bestellen.asp,mobile,Windows Phone,Internet Explorer,11.0,1
/templates/bestellen.asp,mobile,Windows Phone,Safari,537,1
/templates/bestellen.asp,tablet,Android,Chrome,1.5,1
/templates/bestellen.asp,tablet,Android,Chrome,18.0.1025.166,1
/templates/bestellen.asp,tablet,Android,Chrome,35.0.1916.122,1
/templates/bestellen.asp,tablet,Android,Chrome,38.0.2125.114,1
/templates/bestellen.asp,tablet,Android,Chrome,39.0.2171.59,1
/templates/bestellen.asp,tablet,Android,Chrome,41.0.2272.96,1
/templates/bestellen.asp,tablet,Android,Chrome,42.0.2311.111,1
/templates/bestellen.asp,tablet,iOS,Chrome,29.0.1547.11,1
/templates/bestellen.asp,tablet,iOS,Chrome,34.0.1847.18,1
/templates/bestellen.asp,tablet,iOS,Chrome,50.0.2661.77,1
/templates/bestellen.asp,tablet,iOS,Safari,4.0.4,1
/templates/bestellen.asp,tablet,iOS,Safari,5.0.2,1
/templates/bestellen.asp,tablet,iOS,Safari,5.1,1
/templates/bestellen.asp,tablet,iOS,Safari,6.0,1
/templates/winkelwagen.asp,desktop,Chrome OS,Chrome,35.0.1916.155,1
/templates/winkelwagen.asp,desktop,Linux,Chrome,41.0.2272.89,1
/templates/winkelwagen.asp,desktop,Linux,Firefox,31.0,1
